donor_id,donation_count,total_donations,average_donation,days_since_last_donation,donations_last_30_days,donations_last_90_days,donations_last_365_days,campaign_count
DNR-00468,4,160.35,40.09,131.0,0,0,2,4
DNR-00469,4,633.54,158.38,364.0,0,0,1,2
DNR-00470,3,338.12,112.71,55.0,0,1,2,3
DNR-00471,4,97472.13,24368.03,75.0,0,1,4,4
DNR-00472,3,231.01,77.0,4.0,1,1,3,3
DNR-00473,8,751.14,93.89,7.0,2,2,4,8
DNR-00474,7,2690.66,384.38,36.0,0,2,4,7
DNR-00475,7,46464.04,6637.72,57.0,0,2,5,6
DNR-00476,5,319.74,63.95,441.0,0,0,0,5
DNR-00477,7,1162.69,166.1,8.0,3,6,7,7
DNR-00478,1,67.95,67.95,369.0,0,0,0,1
DNR-00479,5,1977.2,395.44,34.0,0,5,5,5
DNR-00480,2,148.4,74.2,880.0,0,0,0,2
DNR-00481,7,4440.48,634.35,4.0,7,7,7,7
DNR-00482,4,56302.63,14075.66,305.0,0,0,1,4
DNR-00483,7,1192.56,170.37,0.0,1,2,4,7
DNR-00484,5,694.76,138.95,459.0,0,0,0,5
DNR-00485,3,161.65,53.88,274.0,0,0,1,3
DNR-00486,4,185.75,46.44,52.0,0,2,4,4
DNR-00487,6,343.17,57.2,23.0,1,1,3,6
DNR-00488,4,2908.77,727.19,258.0,0,0,1,4
DNR-00489,5,919.58,183.92,102.0,0,0,5,5
DNR-00490,7,1250.61,178.66,20.0,1,1,5,6
DNR-00491,4,260.17,65.04,322.0,0,0,1,4
DNR-00492,6,535.51,89.25,28.0,1,1,2,5
DNR-00493,6,580.46,96.74,64.0,0,1,5,6
DNR-00494,4,3766.36,941.59,156.0,0,0,3,4
DNR-00495,10,2834.66,283.47,7.0,1,1,4,9
DNR-00496,4,529.8,132.45,92.0,0,0,4,4
DNR-00497,4,516.84,129.21,323.0,0,0,1,4
DNR-00498,4,3575.38,893.84,358.0,0,0,1,4
DNR-00499,9,56733.51,6303.72,14.0,2,2,4,9
DNR-00500,2,2416.19,1208.1,162.0,0,0,2,2
DNR-00501,5,1368.84,273.77,27.0,1,1,5,5
DNR-00502,4,1678.22,419.56,402.0,0,0,0,4
DNR-00503,7,73419.34,10488.48,140.0,0,0,3,7
DNR-00504,2,58.91,29.46,912.0,0,0,0,2
DNR-00505,10,1111.8,111.18,63.0,0,1,2,10
DNR-00506,4,532.93,133.23,279.0,0,0,1,4
DNR-00507,5,277.3,55.46,0.0,1,1,2,5
DNR-00508,6,94687.68,15781.28,25.0,1,1,2,6
DNR-00509,7,1011.99,144.57,70.0,0,1,3,7
DNR-00510,5,636.4,127.28,406.0,0,0,0,4
DNR-00511,6,415.1,69.18,85.0,0,1,4,5
DNR-00512,5,85451.01,17090.2,21.0,2,5,5,5
DNR-00513,5,32251.02,6450.2,159.0,0,0,2,5
DNR-00514,2,152.62,76.31,6.0,1,2,2,2
DNR-00515,5,26763.86,5352.77,13.0,3,5,5,5
DNR-00516,2,116.84,58.42,637.0,0,0,0,2
DNR-00517,3,197.48,65.83,229.0,0,0,2,3
DNR-00518,10,66568.54,6656.85,209.0,0,0,3,10
DNR-00519,6,2637.52,439.59,199.0,0,0,2,6
DNR-00520,7,790.49,112.93,277.0,0,0,2,7
DNR-00521,2,99.65,49.82,712.0,0,0,0,2
DNR-00522,8,2525.63,315.7,106.0,0,0,5,8
DNR-00523,8,1954.8,244.35,17.0,1,8,8,8
DNR-00524,3,544.4,181.47,155.0,0,0,1,3
DNR-00525,8,191556.18,23944.52,125.0,0,0,1,7
DNR-00526,3,122.9,40.97,811.0,0,0,0,3
DNR-00527,5,676.55,135.31,39.0,0,1,2,5
DNR-00528,4,3446.26,861.56,9.0,1,2,2,4
DNR-00529,5,367.05,73.41,5.0,1,1,5,5
DNR-00530,5,1365.46,273.09,230.0,0,0,2,5
DNR-00531,6,2428.41,404.74,18.0,1,2,6,6
DNR-00532,4,2424.9,606.22,528.0,0,0,0,4
DNR-00533,9,3367.66,374.18,5.0,3,3,7,9
DNR-00534,3,261.27,87.09,340.0,0,0,1,3
DNR-00535,5,1908.68,381.74,68.0,0,1,5,5
DNR-00536,5,509.09,101.82,21.0,1,2,5,5
DNR-00537,4,909.98,227.5,33.0,0,1,1,4
DNR-00538,2,152.01,76.0,548.0,0,0,0,2
DNR-00539,5,560.88,112.18,212.0,0,0,2,5
DNR-00540,5,1160.49,232.1,6.0,3,5,5,5
DNR-00541,6,669.65,111.61,12.0,1,1,6,5
DNR-00542,4,1221.0,305.25,2.0,1,1,1,4
DNR-00543,5,3256.05,651.21,140.0,0,0,1,5
DNR-00544,2,584.54,292.27,177.0,0,0,2,2
DNR-00545,7,240.87,34.41,191.0,0,0,2,7
DNR-00546,7,1098.15,156.88,123.0,0,0,3,7
DNR-00547,4,96310.73,24077.68,98.0,0,0,4,4
DNR-00548,8,1041.17,130.15,109.0,0,0,3,8
DNR-00549,5,606.36,121.27,80.0,0,1,5,5
DNR-00550,2,46328.53,23164.26,662.0,0,0,0,2
DNR-00551,7,858.43,122.63,112.0,0,0,5,6
DNR-00552,6,1987.28,331.21,256.0,0,0,1,6
DNR-00553,5,192.06,38.41,349.0,0,0,1,5
DNR-00554,1,261.2,261.2,79.0,0,1,1,1
DNR-00555,4,3660.01,915.0,173.0,0,0,1,4
DNR-00556,9,915.74,101.75,203.0,0,0,1,9
DNR-00557,5,883.68,176.74,61.0,0,1,1,4
DNR-00558,5,1055.38,211.08,9.0,1,3,5,5
DNR-00559,3,185.72,61.91,68.0,0,1,2,3
DNR-00560,5,525.87,105.17,633.0,0,0,0,5
DNR-00561,6,318.09,53.01,84.0,0,1,3,6
DNR-00562,6,332.72,55.45,128.0,0,0,1,6
DNR-00563,8,525.46,65.68,61.0,0,1,1,7
DNR-00564,1,52.38,52.38,314.0,0,0,1,1
DNR-00565,3,430.5,143.5,23.0,2,2,2,3
DNR-00566,4,658.03,164.51,16.0,1,2,4,4
DNR-00567,3,859.88,286.63,145.0,0,0,3,3
DNR-00568,4,236.88,59.22,35.0,0,1,2,4
DNR-00569,3,246.25,82.08,465.0,0,0,0,3
DNR-00570,8,215139.36,26892.42,119.0,0,0,2,8
DNR-00571,4,458.05,114.51,167.0,0,0,2,4
DNR-00572,6,1092.39,182.07,146.0,0,0,2,6
DNR-00573,5,600.7,120.14,107.0,0,0,4,5
DNR-00574,3,552.5,184.17,231.0,0,0,1,3
DNR-00575,7,106847.85,15263.98,240.0,0,0,2,7
DNR-00576,2,2415.92,1207.96,323.0,0,0,1,2
DNR-00577,7,30920.41,4417.2,106.0,0,0,1,6
DNR-00578,3,207.87,69.29,106.0,0,0,2,3
DNR-00579,4,317.15,79.29,394.0,0,0,0,4
DNR-00580,11,3152.99,286.64,57.0,0,1,4,11
DNR-00581,6,423.79,70.63,194.0,0,0,2,6
DNR-00582,5,81383.32,16276.66,80.0,0,1,1,5
DNR-00583,6,672.72,112.12,7.0,1,3,6,6
DNR-00584,3,1555.25,518.42,472.0,0,0,0,3
DNR-00585,10,6990.44,699.04,49.0,0,1,2,9
DNR-00586,7,3055.02,436.43,46.0,0,1,3,6
DNR-00587,6,2135.72,355.95,539.0,0,0,0,6
DNR-00588,4,40735.3,10183.83,6.0,2,3,4,4
DNR-00589,7,1713.26,244.75,422.0,0,0,0,7
DNR-00590,4,280.31,70.08,8.0,4,4,4,4
DNR-00591,1,5801.64,5801.64,185.0,0,0,1,1
DNR-00592,5,355.16,71.03,210.0,0,0,2,5
DNR-00593,2,66.81,33.4,289.0,0,0,1,2
DNR-00594,4,345.54,86.38,151.0,0,0,3,4
DNR-00595,7,1290.4,184.34,45.0,0,2,7,7
DNR-00596,3,352.46,117.49,27.0,1,2,3,3
DNR-00597,6,2548.19,424.7,18.0,1,1,3,5
DNR-00598,6,71961.99,11993.66,110.0,0,0,2,6
DNR-00599,2,340.53,170.26,12.0,1,1,2,2
DNR-00600,1,19.8,19.8,180.0,0,0,1,1
DNR-00601,3,555.75,185.25,494.0,0,0,0,3
DNR-00602,5,1565.04,313.01,92.0,0,0,1,5
DNR-00603,2,162.78,81.39,564.0,0,0,0,2
DNR-00604,4,478.82,119.7,109.0,0,0,2,4
DNR-00605,6,905.47,150.91,36.0,0,1,3,5
DNR-00606,9,1981.92,220.21,40.0,0,6,9,9
DNR-00607,3,19940.01,6646.67,54.0,0,1,2,3
DNR-00608,1,55.97,55.97,32.0,0,1,1,1
DNR-00609,8,3609.94,451.24,124.0,0,0,2,8
DNR-00610,4,571.1,142.78,173.0,0,0,1,4
DNR-00611,5,358.17,71.63,34.0,0,1,1,5
DNR-00612,6,512.35,85.39,7.0,3,6,6,6
DNR-00613,4,3984.57,996.14,377.0,0,0,0,3
DNR-00614,5,3456.65,691.33,47.0,0,1,1,5
DNR-00615,10,1072.58,107.26,133.0,0,0,5,10
DNR-00616,9,52442.73,5826.97,52.0,0,1,6,9
DNR-00617,3,222.26,74.09,238.0,0,0,1,3
DNR-00618,3,16120.67,5373.56,80.0,0,1,2,3
DNR-00619,6,1213.12,202.19,95.0,0,0,4,4
DNR-00620,1,7265.77,7265.77,345.0,0,0,1,1
DNR-00621,2,128.96,64.48,116.0,0,0,2,2
DNR-00622,3,998.06,332.69,288.0,0,0,1,3
DNR-00623,4,11447.06,2861.76,62.0,0,1,3,4
DNR-00624,9,2151.53,239.06,91.0,0,0,3,8
DNR-00625,4,1392.24,348.06,101.0,0,0,3,4
DNR-00626,3,129.05,43.02,117.0,0,0,2,3
DNR-00627,3,192.06,64.02,103.0,0,0,3,3
DNR-00628,4,390.23,97.56,213.0,0,0,1,4
DNR-00629,1,165.41,165.41,33.0,0,1,1,1
DNR-00630,6,697.99,116.33,46.0,0,1,1,6
DNR-00631,7,3239.1,462.73,29.0,1,1,3,7
DNR-00632,5,322.9,64.58,66.0,0,1,5,5
DNR-00633,7,1115.43,159.35,148.0,0,0,6,7
DNR-00634,4,378.96,94.74,117.0,0,0,2,4
DNR-00635,8,2216.19,277.02,2.0,1,1,1,8
DNR-00636,4,954.61,238.65,301.0,0,0,1,3
DNR-00637,5,396.2,79.24,155.0,0,0,2,5
DNR-00638,5,2495.05,499.01,30.0,1,1,4,5
DNR-00639,8,1276.69,159.59,18.0,3,8,8,8
DNR-00640,3,735.96,245.32,70.0,0,1,3,3
DNR-00641,6,2265.06,377.51,119.0,0,0,3,6
DNR-00642,3,3286.54,1095.51,609.0,0,0,0,2
DNR-00643,3,193.14,64.38,448.0,0,0,0,3
DNR-00644,1,68.83,68.83,509.0,0,0,0,1
DNR-00645,4,1397.66,349.42,124.0,0,0,4,4
DNR-00646,4,2333.72,583.43,124.0,0,0,2,4
DNR-00647,8,1597.75,199.72,64.0,0,1,3,8
DNR-00648,7,1776.71,253.82,52.0,0,1,1,7
DNR-00649,6,1411.46,235.24,66.0,0,2,5,6
DNR-00650,3,295.84,98.61,564.0,0,0,0,3
DNR-00651,5,591.7,118.34,36.0,0,1,2,5
DNR-00652,5,733.02,146.6,31.0,0,2,4,5
DNR-00653,3,1459.02,486.34,7.0,1,2,3,3
DNR-00654,6,1799.23,299.87,3.0,1,1,2,6
DNR-00655,3,1345.17,448.39,33.0,0,1,3,3
DNR-00656,3,2137.36,712.45,136.0,0,0,3,3
DNR-00657,3,296.79,98.93,258.0,0,0,1,3
DNR-00658,6,2642.72,440.45,33.0,0,3,5,5
DNR-00659,3,213.39,71.13,107.0,0,0,2,3
DNR-00660,4,641.85,160.46,370.0,0,0,0,3
DNR-00661,7,947.09,135.3,18.0,1,1,4,7
DNR-00662,1,15.13,15.13,754.0,0,0,0,1
DNR-00663,1,8422.11,8422.11,163.0,0,0,1,1
DNR-00664,3,154.27,51.42,265.0,0,0,1,3
DNR-00665,5,1242.67,248.53,123.0,0,0,1,5
DNR-00666,7,867.09,123.87,52.0,0,1,6,7
DNR-00667,2,152.46,76.23,64.0,0,2,2,2
DNR-00668,3,376.24,125.41,769.0,0,0,0,3
DNR-00669,4,526.38,131.6,27.0,1,2,3,4
DNR-00670,7,793.03,113.29,4.0,1,1,4,6
DNR-00671,3,298.7,99.57,259.0,0,0,1,3
DNR-00672,7,1273.12,181.87,151.0,0,0,1,7
DNR-00673,6,88863.97,14810.66,75.0,0,2,6,6
DNR-00674,4,546.78,136.7,33.0,0,1,1,4
DNR-00675,4,207.85,51.96,279.0,0,0,1,4
DNR-00676,7,816.79,116.68,53.0,0,1,2,7
DNR-00677,8,827.51,103.44,364.0,0,0,1,8
DNR-00678,5,773.63,154.73,0.0,1,1,5,5
DNR-00679,6,2620.73,436.79,344.0,0,0,1,6
DNR-00680,7,1669.26,238.47,20.0,1,2,4,7
DNR-00681,6,452.41,75.4,12.0,1,1,4,6
DNR-00682,4,309.9,77.47,347.0,0,0,1,4
DNR-00683,5,1112.36,222.47,16.0,1,3,5,5
DNR-00684,4,202.39,50.6,176.0,0,0,3,4
DNR-00685,3,454.07,151.36,110.0,0,0,1,3
DNR-00686,6,742.61,123.77,419.0,0,0,0,5
DNR-00687,6,23246.82,3874.47,46.0,0,2,6,6
DNR-00688,10,2207.0,220.7,44.0,0,1,3,9
DNR-00689,7,354.79,50.68,146.0,0,0,2,6
DNR-00690,5,2127.68,425.54,180.0,0,0,2,5
DNR-00691,3,224.84,74.95,99.0,0,0,1,3
DNR-00692,1,63.19,63.19,819.0,0,0,0,1
DNR-00693,5,691.84,138.37,121.0,0,0,5,5
DNR-00694,5,974.93,194.99,314.0,0,0,1,5
DNR-00695,5,726.65,145.33,5.0,1,2,4,4
DNR-00696,7,1496.23,213.75,126.0,0,0,4,7
DNR-00697,2,135.3,67.65,841.0,0,0,0,2
DNR-00698,3,493.58,164.53,96.0,0,0,2,3
DNR-00699,4,401.27,100.32,20.0,1,1,1,4
DNR-00700,7,3317.8,473.97,163.0,0,0,1,7
DNR-00701,3,147.12,49.04,77.0,0,1,2,3
DNR-00702,6,710.32,118.39,139.0,0,0,1,6
DNR-00703,10,3291.26,329.13,113.0,0,0,2,10
DNR-00704,4,2320.94,580.24,130.0,0,0,1,4
DNR-00705,4,919.22,229.8,116.0,0,0,4,4
DNR-00706,6,460.52,76.75,6.0,3,5,6,6
DNR-00707,7,487.91,69.7,129.0,0,0,2,7
DNR-00708,3,149.16,49.72,48.0,0,3,3,3
DNR-00709,4,278.55,69.64,248.0,0,0,1,4
DNR-00710,4,20553.03,5138.26,269.0,0,0,1,4
DNR-00711,11,1082.03,98.37,39.0,0,1,2,10
DNR-00712,2,49.43,24.72,4.0,1,2,2,2
DNR-00713,3,102.85,34.28,32.0,0,1,2,3
DNR-00714,5,667.65,133.53,46.0,0,1,5,5
DNR-00715,7,449.04,64.15,50.0,0,2,5,7
DNR-00716,3,458.79,152.93,684.0,0,0,0,3
DNR-00717,7,1352.12,193.16,16.0,1,4,7,7
DNR-00718,7,147072.15,21010.31,384.0,0,0,0,7
DNR-00719,3,21023.85,7007.95,13.0,1,1,3,3
DNR-00720,3,144.9,48.3,370.0,0,0,0,3
DNR-00721,6,602.16,100.36,257.0,0,0,2,5
DNR-00722,4,708.7,177.18,137.0,0,0,3,4
DNR-00723,2,11609.92,5804.96,133.0,0,0,2,2
DNR-00724,2,133.45,66.72,186.0,0,0,2,2
DNR-00725,5,64606.53,12921.31,108.0,0,0,4,5
DNR-00726,5,426.8,85.36,5.0,3,5,5,5
DNR-00727,7,611.17,87.31,23.0,1,3,4,7
DNR-00728,4,141.65,35.41,38.0,0,2,4,4
DNR-00729,6,638.48,106.41,20.0,1,3,6,6
DNR-00730,7,2589.87,369.98,124.0,0,0,1,6
DNR-00731,3,422.87,140.96,3.0,1,1,3,3
DNR-00732,1,19.62,19.62,364.0,0,0,1,1
DNR-00733,1,90.82,90.82,1031.0,0,0,0,1
DNR-00734,4,2233.08,558.27,129.0,0,0,2,4
DNR-00735,6,32181.06,5363.51,47.0,0,2,6,6
DNR-00736,4,19174.98,4793.74,435.0,0,0,0,4
DNR-00737,2,123.67,61.84,310.0,0,0,1,2
DNR-00738,1,14.79,14.79,79.0,0,1,1,1
DNR-00739,1,18.69,18.69,96.0,0,0,1,1
DNR-00740,8,1125.08,140.64,34.0,0,2,3,7
DNR-00741,2,172.84,86.42,1248.0,0,0,0,2
DNR-00742,6,1081.63,180.27,225.0,0,0,1,5
DNR-00743,2,1708.7,854.35,56.0,0,2,2,2
DNR-00744,5,387.51,77.5,315.0,0,0,1,5
DNR-00745,2,297.39,148.7,247.0,0,0,1,2
DNR-00746,3,941.65,313.88,473.0,0,0,0,3
DNR-00747,2,42317.49,21158.74,71.0,0,1,1,2
DNR-00748,4,735.86,183.96,45.0,0,3,4,4
DNR-00749,3,653.28,217.76,395.0,0,0,0,3
DNR-00750,7,2724.11,389.16,56.0,0,1,1,7
DNR-00751,3,19330.55,6443.52,658.0,0,0,0,3
DNR-00752,3,230.42,76.81,11.0,1,1,2,3
DNR-00753,5,614.83,122.97,653.0,0,0,0,5
DNR-00754,3,1905.2,635.07,419.0,0,0,0,3
DNR-00755,2,354.64,177.32,186.0,0,0,1,2
DNR-00756,4,205.99,51.5,4.0,2,4,4,4
DNR-00757,4,480.1,120.02,276.0,0,0,1,4
DNR-00758,7,490.23,70.03,34.0,0,2,5,7
DNR-00759,4,1484.17,371.04,257.0,0,0,2,4
DNR-00760,5,520.27,104.05,156.0,0,0,2,5
DNR-00761,5,86675.9,17335.18,283.0,0,0,1,5
DNR-00762,3,345.98,115.33,19.0,1,1,1,3
DNR-00763,3,198.83,66.28,33.0,0,1,3,3
DNR-00764,4,874.25,218.56,14.0,1,1,3,4
DNR-00765,4,2607.87,651.97,24.0,1,1,1,4
DNR-00766,5,203.64,40.73,135.0,0,0,3,5
DNR-00767,4,2335.14,583.78,34.0,0,1,4,4
DNR-00768,3,1476.84,492.28,121.0,0,0,2,3
DNR-00769,6,1348.53,224.76,151.0,0,0,3,6
DNR-00770,6,1393.45,232.24,52.0,0,1,6,5
DNR-00771,11,129825.11,11802.28,16.0,3,3,11,11
DNR-00772,6,16872.2,2812.03,66.0,0,1,3,4
DNR-00773,8,1886.29,235.79,5.0,1,2,3,7
DNR-00774,6,2194.41,365.73,2.0,2,2,6,6
DNR-00775,8,777.69,97.21,3.0,1,2,7,8
DNR-00776,4,646.91,161.73,273.0,0,0,2,4
DNR-00777,4,1112.76,278.19,37.0,0,2,2,4
DNR-00778,9,46220.42,5135.6,1.0,1,4,9,9
DNR-00779,5,693.45,138.69,37.0,0,2,2,5
DNR-00780,6,907.29,151.22,69.0,0,1,3,6
DNR-00781,4,1211.02,302.76,11.0,1,2,2,4
DNR-00782,4,542.15,135.54,3.0,1,4,4,4
DNR-00783,5,290.7,58.14,46.0,0,1,5,5
DNR-00784,1,96.5,96.5,282.0,0,0,1,1
DNR-00785,7,27175.81,3882.26,2.0,1,7,7,6
DNR-00786,5,297.72,59.54,149.0,0,0,2,5
DNR-00787,1,494.29,494.29,627.0,0,0,0,1
DNR-00788,6,649.54,108.26,73.0,0,1,3,6
DNR-00789,7,548.07,78.3,19.0,1,2,5,7
DNR-00790,2,50.81,25.4,262.0,0,0,1,2
DNR-00791,7,527.11,75.3,7.0,1,1,1,6
DNR-00792,0,0.0,0.0,,0,0,0,0
DNR-00793,4,1412.28,353.07,49.0,0,1,2,4
DNR-00794,3,2216.19,738.73,7.0,1,1,1,3
DNR-00795,8,482.93,60.37,38.0,0,2,6,8
DNR-00796,8,2234.43,279.3,23.0,1,4,8,8
DNR-00797,4,2030.92,507.73,61.0,0,3,4,4
DNR-00798,2,655.77,327.88,645.0,0,0,0,2
DNR-00799,8,3051.16,381.4,10.0,8,8,8,7
DNR-00800,3,161.99,54.0,147.0,0,0,2,3
DNR-00801,4,206.11,51.53,364.0,0,0,1,4
DNR-00802,4,73999.01,18499.75,333.0,0,0,1,4
DNR-00803,3,302.26,100.75,103.0,0,0,1,3
DNR-00804,2,470.13,235.06,692.0,0,0,0,2
DNR-00805,8,741.06,92.63,174.0,0,0,1,7
DNR-00806,4,573.85,143.46,15.0,2,4,4,4
DNR-00807,3,135.79,45.26,146.0,0,0,2,3
DNR-00808,5,25520.33,5104.07,209.0,0,0,1,5
DNR-00809,2,83.35,41.68,13.0,1,1,2,2
DNR-00810,4,486.7,121.68,47.0,0,1,2,4
DNR-00811,10,4270.93,427.09,21.0,1,4,10,9
DNR-00812,6,669.91,111.65,158.0,0,0,1,6
DNR-00813,5,1093.58,218.72,10.0,1,2,4,5
DNR-00814,3,350.72,116.91,138.0,0,0,1,3
DNR-00815,5,371.69,74.34,834.0,0,0,0,5
DNR-00816,3,210.75,70.25,17.0,1,1,3,3
DNR-00817,6,442.3,73.72,361.0,0,0,1,6
DNR-00818,6,294.7,49.12,109.0,0,0,1,6
DNR-00819,9,267356.61,29706.29,9.0,2,6,9,8
DNR-00820,7,1787.8,255.4,3.0,4,7,7,7
DNR-00821,5,537.74,107.55,87.0,0,1,2,4
DNR-00822,6,422.36,70.39,139.0,0,0,1,6
DNR-00823,13,3702.59,284.81,27.0,1,2,3,13
DNR-00824,4,72407.96,18101.99,196.0,0,0,4,4
DNR-00825,3,16296.84,5432.28,156.0,0,0,1,3
DNR-00826,3,12733.74,4244.58,169.0,0,0,2,3
DNR-00827,11,55677.6,5061.6,405.0,0,0,0,10
DNR-00828,8,3016.5,377.06,73.0,0,1,3,8
DNR-00829,4,392.23,98.06,171.0,0,0,2,4
DNR-00830,7,2912.74,416.11,90.0,0,1,1,7
DNR-00831,4,17385.97,4346.49,31.0,0,2,2,4
DNR-00832,3,277.41,92.47,322.0,0,0,1,3
DNR-00833,9,3400.93,377.88,138.0,0,0,7,9
DNR-00834,8,462.09,57.76,36.0,0,2,2,8
DNR-00835,6,1597.03,266.17,46.0,0,2,3,6
DNR-00836,3,787.91,262.64,131.0,0,0,2,3
DNR-00837,6,1589.68,264.95,3.0,1,2,2,6
DNR-00838,4,2779.92,694.98,66.0,0,1,4,4
DNR-00839,3,349.76,116.59,132.0,0,0,1,3
DNR-00840,4,2012.17,503.04,223.0,0,0,3,4
DNR-00841,6,425.67,70.95,410.0,0,0,0,6
DNR-00842,8,2385.13,298.14,76.0,0,2,8,8
DNR-00843,6,2986.87,497.81,21.0,1,1,3,6
DNR-00844,4,588.3,147.07,22.0,1,2,4,4
DNR-00845,1,957.81,957.81,562.0,0,0,0,1
DNR-00846,9,271219.39,30135.49,20.0,1,5,9,8
DNR-00847,7,333.41,47.63,99.0,0,0,3,7
DNR-00848,8,3804.71,475.59,72.0,0,1,5,7
DNR-00849,10,3569.44,356.94,2.0,2,4,8,10
DNR-00850,8,1062.47,132.81,9.0,1,4,6,8
DNR-00851,5,2616.72,523.34,170.0,0,0,1,5
DNR-00852,5,925.41,185.08,55.0,0,1,3,5
DNR-00853,7,1575.14,225.02,8.0,2,4,7,7
DNR-00854,8,2090.5,261.31,37.0,0,1,1,7
DNR-00855,8,1145.39,143.17,9.0,2,3,8,7
DNR-00856,8,3169.33,396.17,340.0,0,0,1,7
DNR-00857,3,974.1,324.7,31.0,0,1,1,3
DNR-00858,4,253.14,63.28,627.0,0,0,0,4
DNR-00859,5,1443.73,288.75,48.0,0,1,1,5
DNR-00860,5,21458.7,4291.74,81.0,0,1,4,5
DNR-00861,3,210.83,70.28,713.0,0,0,0,3
DNR-00862,2,365.28,182.64,150.0,0,0,1,2
DNR-00863,2,1852.3,926.15,109.0,0,0,2,2
DNR-00864,8,37358.31,4669.79,89.0,0,1,4,8
DNR-00865,5,278.02,55.6,856.0,0,0,0,5
DNR-00866,6,1666.12,277.69,381.0,0,0,0,6
DNR-00867,2,187.13,93.56,1284.0,0,0,0,2
DNR-00868,6,378.25,63.04,55.0,0,1,1,6
DNR-00869,4,1387.39,346.85,46.0,0,2,4,4
DNR-00870,8,2306.02,288.25,191.0,0,0,3,8
DNR-00871,1,61.72,61.72,1334.0,0,0,0,1
DNR-00872,7,442.37,63.2,22.0,1,1,1,7
DNR-00873,1,6379.51,6379.51,752.0,0,0,0,1
DNR-00874,5,329.38,65.88,322.0,0,0,1,5
DNR-00875,5,22313.77,4462.75,2.0,1,1,5,5
DNR-00876,10,1140.49,114.05,5.0,1,3,6,10
DNR-00877,10,724.51,72.45,112.0,0,0,3,9
DNR-00878,3,135.1,45.03,295.0,0,0,1,3
DNR-00879,4,579.42,144.85,26.0,1,1,4,4
DNR-00880,6,754.68,125.78,73.0,0,1,1,6
DNR-00881,3,1849.76,616.59,92.0,0,0,3,3
DNR-00882,6,34987.8,5831.3,216.0,0,0,2,6
DNR-00883,7,439.65,62.81,164.0,0,0,3,7
DNR-00884,6,894.14,149.02,221.0,0,0,4,6
DNR-00885,5,5095.33,1019.07,21.0,2,2,3,5
DNR-00886,5,4111.3,822.26,72.0,0,1,2,5
DNR-00887,4,471.43,117.86,58.0,0,1,2,4
DNR-00888,5,2245.7,449.14,43.0,0,3,5,5
DNR-00889,3,428.06,142.69,76.0,0,1,1,3
DNR-00890,5,232.6,46.52,359.0,0,0,1,5
DNR-00891,5,720.71,144.14,54.0,0,1,2,5
DNR-00892,7,2428.37,346.91,101.0,0,0,4,7
DNR-00893,2,97.08,48.54,1058.0,0,0,0,2
DNR-00894,3,634.42,211.47,35.0,0,2,3,3
DNR-00895,7,3758.62,536.95,70.0,0,1,1,7
DNR-00896,5,2081.44,416.29,835.0,0,0,0,5
DNR-00897,7,789.86,112.84,21.0,2,2,7,6
DNR-00898,8,2779.95,347.49,31.0,0,4,8,7
DNR-00899,9,83679.58,9297.73,17.0,4,9,9,9
DNR-00900,1,71.46,71.46,84.0,0,1,1,1
DNR-00901,8,843.88,105.48,223.0,0,0,1,8
DNR-00902,3,33524.68,11174.89,7.0,1,2,3,3
DNR-00903,6,57709.44,9618.24,766.0,0,0,0,6
DNR-00904,5,250.59,50.12,7.0,1,3,5,5
DNR-00905,2,80.84,40.42,14.0,1,1,1,2
DNR-00906,3,153.35,51.12,119.0,0,0,1,3
DNR-00907,3,1745.98,581.99,17.0,1,2,3,3
DNR-00908,7,3174.58,453.51,54.0,0,1,4,5
DNR-00909,8,1939.33,242.42,1.0,7,8,8,8
DNR-00910,3,663.97,221.32,133.0,0,0,2,3
DNR-00911,5,659.3,131.86,695.0,0,0,0,5
DNR-00912,4,630.38,157.6,53.0,0,1,1,3
DNR-00913,4,224.16,56.04,4.0,2,4,4,3
DNR-00914,8,1178.76,147.34,181.0,0,0,3,8
DNR-00915,4,2314.78,578.7,105.0,0,0,2,4
DNR-00916,6,609.28,101.55,82.0,0,1,2,6
DNR-00917,4,8239.21,2059.8,327.0,0,0,1,4
DNR-00918,4,395.46,98.86,448.0,0,0,0,4
DNR-00919,6,573.82,95.64,353.0,0,0,1,6
DNR-00920,7,2718.52,388.36,142.0,0,0,2,6
DNR-00921,4,61126.39,15281.6,150.0,0,0,1,4
DNR-00922,3,645.62,215.21,35.0,0,1,3,3
DNR-00923,3,571.75,190.58,93.0,0,0,3,3
DNR-00924,5,336.55,67.31,159.0,0,0,1,5
DNR-00925,3,240.47,80.16,4.0,1,1,1,3
DNR-00926,3,509.28,169.76,78.0,0,1,1,3
DNR-00927,7,861.9,123.13,109.0,0,0,2,7
DNR-00928,6,1584.76,264.13,110.0,0,0,3,6
DNR-00929,4,2053.59,513.4,17.0,2,4,4,4
DNR-00930,5,1390.96,278.19,100.0,0,0,2,4
DNR-00931,6,558.86,93.14,169.0,0,0,2,5
DNR-00932,5,319.17,63.83,87.0,0,1,1,5
DNR-00933,6,103141.83,17190.3,479.0,0,0,0,6
DNR-00934,2,368.23,184.12,211.0,0,0,1,2
DNR-00935,4,840.93,210.23,122.0,0,0,4,4
DNR-00936,3,190.2,63.4,48.0,0,1,2,3
DNR-00937,2,486.59,243.3,6.0,2,2,2,2
DNR-00938,7,2661.63,380.23,379.0,0,0,0,7
