donor_id,age_group,location,donor_since,donor_type
DNR-00556,25-34,PA,2023-02-16,Individual
DNR-00557,65+,CO,2021-11-14,Individual
DNR-00558,55-64,OH,2025-04-17,Individual
DNR-00559,55-64,NY,2024-06-13,Individual
DNR-00560,25-34,NY,2022-05-08,Individual
DNR-00561,45-54,NY,2023-07-04,Individual
DNR-00562,35-44,FL,2022-05-17,Individual
DNR-00563,55-64,NY,2024-01-11,Individual
DNR-00564,35-44,CO,2021-10-14,Individual
DNR-00565,45-54,WA,2024-03-25,Individual
DNR-00566,35-44,TX,2025-08-04,Individual
DNR-00567,35-44,IL,2024-09-14,Individual
DNR-00568,45-54,CO,2021-05-05,Individual
DNR-00569,35-44,GA,2021-12-25,Individual
DNR-00570,65+,WA,2021-04-07,Major Donor
DNR-00571,35-44,OH,2023-02-20,Individual
DNR-00572,35-44,NC,2023-04-17,Individual
DNR-00573,25-34,CO,2023-08-28,Individual
DNR-00574,65+,NC,2021-10-23,Individual
DNR-00575,45-54,TX,2023-04-26,Foundation
DNR-00576,25-34,WA,2023-03-07,Individual
DNR-00577,55-64,CA,2021-06-11,Corporate
DNR-00578,25-34,IL,2024-01-02,Individual
DNR-00579,45-54,CA,2023-02-12,Individual
DNR-00580,45-54,WA,2022-01-21,Individual
DNR-00581,25-34,PA,2024-02-19,Individual
DNR-00582,18-24,FL,2022-09-13,Foundation
DNR-00583,65+,GA,2025-02-27,Individual
DNR-00584,45-54,OH,2022-05-12,Individual
DNR-00585,55-64,OH,2022-05-06,Individual
DNR-00586,35-44,IL,2023-08-13,Individual
DNR-00587,35-44,CA,2023-01-07,Individual
DNR-00588,35-44,PA,2025-07-03,Major Donor
DNR-00589,35-44,MI,2022-02-21,Individual
DNR-00590,25-34,IL,2025-11-05,Individual
DNR-00591,45-54,OH,2024-02-08,Foundation
DNR-00592,35-44,OH,2022-08-28,Individual
DNR-00593,35-44,WA,2024-03-12,Individual
DNR-00594,55-64,GA,2024-11-03,Individual
DNR-00595,35-44,TX,2025-01-21,Individual
DNR-00596,25-34,CO,2025-02-09,Individual
DNR-00597,65+,NC,2024-01-25,Individual
DNR-00598,35-44,CA,2024-08-07,Foundation
DNR-00599,55-64,OH,2025-08-03,Individual
DNR-00600,25-34,CO,2021-10-09,Individual
DNR-00601,35-44,PA,2021-11-06,Individual
DNR-00602,45-54,MI,2021-05-04,Individual
DNR-00603,18-24,NC,2023-09-17,Individual
DNR-00604,18-24,CO,2024-02-04,Individual
DNR-00605,35-44,NC,2022-07-17,Individual
DNR-00606,35-44,TX,2025-07-24,Individual
DNR-00607,35-44,FL,2021-08-08,Corporate
DNR-00608,25-34,PA,2022-01-29,Individual
DNR-00609,18-24,OH,2022-07-02,Individual
DNR-00610,65+,FL,2023-07-30,Individual
DNR-00611,55-64,WA,2022-09-07,Individual
DNR-00612,18-24,OH,2025-10-24,Individual
DNR-00613,35-44,WA,2023-02-16,Individual
DNR-00614,25-34,OH,2021-01-20,Individual
DNR-00615,45-54,CA,2024-08-13,Individual
DNR-00616,25-34,CO,2023-12-18,Corporate
DNR-00617,18-24,CA,2024-03-06,Individual
DNR-00618,55-64,MI,2024-11-02,Corporate
DNR-00619,65+,PA,2024-09-09,Individual
DNR-00620,45-54,CO,2021-02-02,Foundation
DNR-00621,18-24,TX,2025-08-09,Individual
DNR-00622,55-64,OH,2024-02-29,Individual
DNR-00623,35-44,CO,2024-10-18,Corporate
DNR-00624,45-54,CA,2021-10-14,Individual
DNR-00625,35-44,CA,2023-10-23,Individual
DNR-00626,18-24,MI,2023-06-15,Individual
DNR-00627,45-54,PA,2025-04-24,Individual
DNR-00628,55-64,GA,2021-03-02,Individual
DNR-00629,45-54,OH,2023-10-02,Individual
DNR-00630,45-54,OH,2023-06-04,Individual
DNR-00631,35-44,FL,2021-06-25,Individual
DNR-00632,25-34,OH,2024-12-31,Individual
DNR-00633,25-34,OH,2024-12-28,Individual
DNR-00634,25-34,IL,2022-10-11,Individual
DNR-00635,25-34,TX,2023-06-30,Individual
DNR-00636,35-44,NC,2021-06-28,Individual
DNR-00637,18-24,PA,2023-11-16,Individual
DNR-00638,45-54,PA,2024-02-10,Individual
DNR-00639,35-44,OH,2025-11-04,Individual
DNR-00640,65+,FL,2025-05-15,Individual
DNR-00641,45-54,TX,2024-03-17,Individual
DNR-00642,25-34,TX,2021-10-12,Individual
DNR-00643,25-34,IL,2021-05-10,Individual
DNR-00644,35-44,FL,2023-09-19,Individual
DNR-00645,45-54,FL,2025-01-16,Individual
DNR-00646,35-44,OH,2023-07-27,Individual
DNR-00647,35-44,PA,2022-11-12,Individual
DNR-00648,55-64,WA,2023-06-21,Individual
DNR-00649,35-44,CO,2024-05-02,Individual
DNR-00650,25-34,OH,2022-02-16,Individual
DNR-00651,45-54,GA,2022-10-16,Individual
DNR-00652,35-44,IL,2024-03-25,Individual
DNR-00653,35-44,MI,2025-07-31,Individual
DNR-00654,45-54,WA,2022-02-14,Individual
DNR-00655,65+,GA,2025-04-22,Individual
DNR-00656,55-64,CO,2024-12-21,Individual
DNR-00657,55-64,OH,2021-05-22,Individual
DNR-00658,45-54,FL,2024-10-10,Individual
DNR-00659,45-54,OH,2022-06-02,Individual
DNR-00660,45-54,MI,2021-06-01,Individual
DNR-00661,65+,CO,2023-04-01,Individual
DNR-00662,55-64,PA,2023-05-07,Individual
DNR-00663,45-54,WA,2024-12-07,Corporate
DNR-00664,25-34,WA,2021-06-24,Individual
DNR-00665,45-54,MI,2022-12-29,Individual
DNR-00666,35-44,PA,2024-08-14,Individual
DNR-00667,18-24,IL,2025-06-19,Individual
DNR-00668,35-44,MI,2022-03-31,Individual
DNR-00669,35-44,OH,2024-11-09,Individual
DNR-00670,45-54,NC,2023-08-07,Individual
DNR-00671,18-24,CA,2021-11-05,Individual
DNR-00672,65+,CA,2022-08-29,Individual
DNR-00673,25-34,IL,2025-08-30,Foundation
DNR-00674,25-34,GA,2022-12-04,Individual
DNR-00675,35-44,CO,2022-12-15,Individual
DNR-00676,35-44,CO,2023-07-16,Individual
DNR-00677,35-44,CA,2021-08-24,Individual
DNR-00678,65+,CO,2024-10-18,Individual
DNR-00679,45-54,PA,2022-05-15,Individual
DNR-00680,35-44,OH,2024-02-21,Individual
DNR-00681,45-54,OH,2024-07-13,Individual
DNR-00682,45-54,FL,2023-03-22,Individual
DNR-00683,35-44,CO,2023-07-10,Individual
DNR-00684,55-64,CA,2022-03-16,Individual
DNR-00685,55-64,TX,2024-03-28,Individual
DNR-00686,35-44,IL,2023-01-20,Individual
DNR-00687,35-44,WA,2024-10-05,Corporate
DNR-00688,45-54,MI,2022-10-04,Individual
DNR-00689,55-64,MI,2021-08-22,Individual
DNR-00690,45-54,IL,2021-12-20,Individual
DNR-00691,45-54,PA,2024-06-12,Individual
DNR-00692,25-34,PA,2021-08-30,Individual
DNR-00693,35-44,MI,2024-11-21,Individual
DNR-00694,35-44,GA,2021-10-10,Individual
DNR-00695,65+,TX,2024-07-25,Individual
DNR-00696,35-44,TX,2024-02-11,Individual
DNR-00697,45-54,PA,2022-10-07,Individual
DNR-00698,25-34,OH,2021-01-20,Individual
DNR-00699,35-44,WA,2024-02-25,Individual
DNR-00700,55-64,GA,2023-10-05,Individual
DNR-00701,18-24,FL,2021-12-09,Individual
DNR-00702,25-34,IL,2022-08-22,Individual
DNR-00703,45-54,GA,2021-12-11,Individual
DNR-00704,45-54,IL,2024-01-31,Individual
DNR-00705,65+,NC,2025-05-07,Individual
DNR-00706,55-64,GA,2025-08-12,Individual
DNR-00707,35-44,CO,2024-01-24,Individual
DNR-00708,25-34,NY,2025-08-27,Individual
DNR-00709,55-64,CA,2023-07-11,Individual
DNR-00710,25-34,FL,2023-06-19,Corporate
DNR-00711,45-54,PA,2022-03-06,Individual
DNR-00712,45-54,TX,2025-10-30,Individual
DNR-00713,25-34,FL,2024-06-15,Individual
DNR-00714,35-44,IL,2025-07-08,Individual
DNR-00715,35-44,CO,2024-05-07,Individual
DNR-00716,25-34,NC,2022-08-23,Individual
DNR-00717,25-34,OH,2024-10-23,Individual
DNR-00718,55-64,TX,2021-05-02,Major Donor
DNR-00719,25-34,CO,2024-12-07,Corporate
DNR-00720,55-64,WA,2022-10-22,Individual
DNR-00721,45-54,IL,2023-03-16,Individual
DNR-00722,35-44,WA,2024-07-09,Individual
DNR-00723,25-34,NC,2025-06-16,Corporate
DNR-00724,65+,PA,2025-03-16,Individual
DNR-00725,35-44,NY,2023-07-21,Foundation
DNR-00726,45-54,CO,2025-11-15,Individual
DNR-00727,45-54,CA,2023-07-28,Individual
DNR-00728,25-34,OH,2025-06-18,Individual
DNR-00729,25-34,IL,2025-08-17,Individual
DNR-00730,25-34,GA,2022-11-23,Individual
DNR-00731,45-54,NY,2025-06-03,Individual
DNR-00732,55-64,GA,2021-04-05,Individual
DNR-00733,55-64,GA,2021-02-03,Individual
DNR-00734,65+,FL,2023-07-24,Individual
DNR-00735,55-64,IL,2024-11-11,Corporate
DNR-00736,55-64,CA,2021-11-22,Corporate
DNR-00737,25-34,WA,2024-09-02,Individual
DNR-00738,35-44,IL,2024-08-21,Individual
DNR-00739,25-34,WA,2025-01-26,Individual
DNR-00740,18-24,GA,2021-07-06,Individual
DNR-00741,25-34,WA,2021-06-09,Individual
DNR-00742,45-54,CA,2023-07-01,Individual
DNR-00743,25-34,CA,2025-10-28,Individual
DNR-00744,45-54,CA,2022-04-14,Individual
DNR-00745,55-64,TX,2021-07-31,Individual
DNR-00746,55-64,TX,2023-02-23,Individual
DNR-00747,25-34,NC,2024-08-06,Major Donor
DNR-00748,45-54,GA,2024-02-28,Individual
DNR-00749,45-54,TX,2022-12-21,Individual
DNR-00750,35-44,FL,2023-04-24,Individual
DNR-00751,25-34,CA,2021-06-27,Corporate
DNR-00752,35-44,OH,2024-04-22,Individual
DNR-00753,25-34,WA,2022-10-07,Individual
DNR-00754,45-54,CO,2021-06-22,Individual
DNR-00755,65+,NY,2024-05-29,Individual
DNR-00756,55-64,FL,2025-10-03,Individual
DNR-00757,25-34,OH,2023-11-27,Individual
DNR-00758,55-64,FL,2022-08-29,Individual
DNR-00759,25-34,WA,2023-10-11,Individual
DNR-00760,55-64,NY,2024-05-01,Individual
DNR-00761,25-34,MI,2023-01-10,Foundation
DNR-00762,45-54,GA,2023-05-12,Individual
DNR-00763,45-54,NY,2025-04-27,Individual
DNR-00764,65+,OH,2022-06-21,Individual
DNR-00765,45-54,OH,2023-11-04,Individual
DNR-00766,25-34,NC,2023-05-18,Individual
DNR-00767,25-34,IL,2024-01-07,Individual
DNR-00768,25-34,TX,2021-06-11,Individual
DNR-00769,45-54,WA,2024-01-04,Individual
DNR-00770,35-44,OH,2024-10-26,Individual
DNR-00771,25-34,FL,2025-02-03,Foundation
DNR-00772,25-34,MI,2021-06-26,Corporate
DNR-00773,45-54,WA,2024-05-31,Individual
DNR-00774,18-24,TX,2025-02-25,Individual
DNR-00775,35-44,PA,2024-12-07,Individual
DNR-00776,55-64,IL,2023-12-08,Individual
DNR-00777,45-54,IL,2021-12-08,Individual
DNR-00778,55-64,NY,2025-02-10,Corporate
DNR-00779,25-34,CA,2022-11-18,Individual
DNR-00780,45-54,CA,2022-06-23,Individual
DNR-00781,35-44,GA,2023-10-14,Individual
DNR-00782,35-44,IL,2025-10-26,Individual
DNR-00783,45-54,CO,2025-05-03,Individual
DNR-00784,35-44,NY,2021-08-25,Individual
DNR-00785,25-34,GA,2025-10-25,Corporate
DNR-00786,25-34,NY,2023-01-16,Individual
DNR-00787,45-54,WA,2024-02-07,Individual
DNR-00788,25-34,CO,2023-05-09,Individual
DNR-00789,18-24,PA,2022-10-18,Individual
DNR-00790,65+,TX,2021-09-02,Individual
DNR-00791,65+,OH,2022-04-03,Individual
DNR-00792,55-64,IL,2021-05-22,Corporate
DNR-00793,35-44,PA,2022-11-02,Individual
DNR-00794,55-64,CO,2022-02-15,Individual
DNR-00795,35-44,GA,2024-06-29,Individual
DNR-00796,45-54,NC,2025-05-02,Individual
DNR-00797,25-34,OH,2025-04-07,Individual
DNR-00798,35-44,CO,2021-02-18,Individual
DNR-00799,35-44,WA,2025-12-02,Individual
DNR-00800,45-54,CA,2023-02-10,Individual
DNR-00801,25-34,GA,2022-02-25,Individual
DNR-00802,25-34,IL,2021-05-03,Major Donor
DNR-00803,25-34,NC,2021-07-10,Individual
DNR-00804,35-44,CO,2023-04-26,Individual
DNR-00805,35-44,WA,2021-06-23,Individual
DNR-00806,45-54,NY,2025-08-07,Individual
DNR-00807,25-34,IL,2023-06-10,Individual
DNR-00808,65+,OH,2022-06-19,Corporate
DNR-00809,35-44,GA,2024-12-06,Individual
DNR-00810,65+,TX,2022-07-11,Individual
DNR-00811,25-34,CA,2025-05-17,Individual
DNR-00812,35-44,CA,2021-12-03,Individual
DNR-00813,55-64,GA,2024-01-03,Individual
DNR-00814,55-64,CA,2022-09-24,Individual
DNR-00815,35-44,CO,2021-11-19,Individual
DNR-00816,25-34,PA,2024-11-28,Individual
DNR-00817,25-34,PA,2021-10-31,Individual
DNR-00818,45-54,IL,2023-03-23,Individual
DNR-00819,18-24,OH,2025-08-07,Major Donor
DNR-00820,45-54,FL,2025-10-17,Individual
DNR-00821,55-64,TX,2021-07-13,Individual
DNR-00822,55-64,FL,2021-09-06,Individual
DNR-00823,35-44,WA,2021-09-25,Individual
DNR-00824,25-34,MI,2024-07-14,Foundation
DNR-00825,18-24,CA,2022-06-15,Corporate
DNR-00826,35-44,TX,2022-02-09,Corporate
DNR-00827,55-64,PA,2021-07-08,Corporate
DNR-00828,35-44,TX,2021-09-08,Individual
DNR-00829,45-54,GA,2024-03-21,Individual
DNR-00830,35-44,PA,2021-03-02,Individual
DNR-00831,25-34,GA,2022-03-16,Corporate
DNR-00832,45-54,FL,2021-11-01,Individual
DNR-00833,35-44,NC,2024-08-18,Individual
DNR-00834,25-34,TX,2023-09-09,Individual
DNR-00835,55-64,NC,2023-05-09,Individual
DNR-00836,55-64,NY,2022-05-26,Individual
DNR-00837,35-44,NC,2023-02-23,Individual
DNR-00838,65+,NC,2025-05-20,Individual
DNR-00839,25-34,PA,2022-10-21,Individual
DNR-00840,55-64,IL,2024-05-07,Individual
DNR-00841,35-44,PA,2021-04-30,Individual
DNR-00842,25-34,TX,2025-04-20,Individual
DNR-00843,25-34,NC,2021-07-25,Individual
DNR-00844,45-54,FL,2025-07-30,Individual
DNR-00845,55-64,PA,2024-03-25,Individual
DNR-00846,25-34,FL,2025-09-15,Major Donor
DNR-00847,45-54,PA,2024-04-28,Individual
DNR-00848,45-54,MI,2024-04-26,Individual
DNR-00849,65+,GA,2024-02-29,Individual
DNR-00850,35-44,CA,2024-01-16,Individual
DNR-00851,25-34,NC,2021-04-26,Individual
DNR-00852,65+,FL,2023-09-06,Individual
DNR-00853,45-54,PA,2025-07-10,Individual
DNR-00854,45-54,TX,2021-05-02,Individual
DNR-00855,35-44,PA,2025-05-05,Individual
DNR-00856,65+,OH,2021-05-29,Individual
DNR-00857,35-44,TX,2024-04-15,Individual
DNR-00858,35-44,WA,2021-11-19,Individual
DNR-00859,25-34,NC,2023-09-25,Individual
DNR-00860,45-54,PA,2024-11-21,Corporate
DNR-00861,55-64,OH,2022-04-03,Individual
DNR-00862,35-44,TX,2022-09-21,Individual
DNR-00863,45-54,MI,2025-02-01,Individual
DNR-00864,55-64,MI,2023-03-13,Corporate
DNR-00865,35-44,MI,2021-03-08,Individual
DNR-00866,25-34,GA,2022-03-29,Individual
DNR-00867,18-24,PA,2021-10-16,Individual
DNR-00868,55-64,CA,2022-10-17,Individual
DNR-00869,45-54,PA,2025-08-10,Individual
DNR-00870,25-34,CO,2023-07-04,Individual
DNR-00871,55-64,CO,2021-05-19,Individual
DNR-00872,35-44,OH,2021-01-03,Individual
DNR-00873,35-44,OH,2021-12-07,Corporate
DNR-00874,25-34,GA,2022-12-21,Individual
DNR-00875,45-54,WA,2025-06-04,Corporate
DNR-00876,18-24,NY,2022-04-07,Individual
DNR-00877,25-34,CA,2022-08-27,Individual
DNR-00878,55-64,TX,2021-06-01,Individual
DNR-00879,65+,CA,2025-02-08,Individual
DNR-00880,45-54,GA,2022-11-24,Individual
DNR-00881,65+,TX,2024-12-13,Individual
DNR-00882,25-34,CA,2024-05-28,Corporate
DNR-00883,25-34,CO,2022-11-10,Individual
DNR-00884,45-54,IL,2024-02-09,Individual
DNR-00885,25-34,NY,2024-09-14,Individual
DNR-00886,55-64,TX,2023-03-16,Individual
DNR-00887,35-44,IL,2021-04-22,Individual
DNR-00888,45-54,FL,2025-08-15,Individual
DNR-00889,25-34,IL,2021-07-18,Individual
DNR-00890,25-34,OH,2021-06-17,Individual
DNR-00891,45-54,CA,2023-08-23,Individual
DNR-00892,25-34,OH,2024-08-07,Individual
DNR-00893,18-24,GA,2023-01-27,Individual
DNR-00894,55-64,MI,2023-08-11,Individual
DNR-00895,45-54,CA,2021-05-07,Individual
DNR-00896,55-64,OH,2021-06-25,Individual
DNR-00897,45-54,OH,2025-03-30,Individual
DNR-00898,65+,WA,2025-08-04,Individual
DNR-00899,45-54,FL,2025-11-11,Foundation
DNR-00900,35-44,CO,2023-09-03,Individual
DNR-00901,65+,MI,2021-03-13,Individual
DNR-00902,25-34,GA,2024-10-19,Major Donor
DNR-00903,25-34,FL,2021-12-21,Foundation
DNR-00904,18-24,CA,2025-07-14,Individual
DNR-00905,65+,WA,2024-10-31,Individual
DNR-00906,25-34,CO,2021-10-30,Individual
DNR-00907,35-44,OH,2025-07-12,Individual
DNR-00908,25-34,GA,2024-02-05,Individual
DNR-00909,45-54,MI,2025-11-24,Individual
DNR-00910,25-34,TX,2023-12-07,Individual
DNR-00911,45-54,CA,2021-10-31,Individual
DNR-00912,25-34,IL,2021-08-05,Individual
DNR-00913,35-44,OH,2025-11-12,Individual
DNR-00914,35-44,MI,2022-06-25,Individual
DNR-00915,25-34,TX,2023-08-27,Individual
DNR-00916,45-54,NY,2024-06-20,Individual
DNR-00917,35-44,FL,2023-03-22,Corporate
DNR-00918,65+,PA,2021-04-11,Individual
DNR-00919,55-64,IL,2021-02-11,Individual
DNR-00920,55-64,WA,2022-07-29,Individual
DNR-00921,25-34,IL,2021-07-21,Major Donor
DNR-00922,55-64,IL,2025-03-04,Individual
DNR-00923,45-54,FL,2025-02-01,Individual
DNR-00924,55-64,CO,2023-06-24,Individual
DNR-00925,55-64,NY,2023-09-20,Individual
DNR-00926,18-24,CO,2023-11-22,Individual
DNR-00927,55-64,NC,2023-11-04,Individual
DNR-00928,25-34,FL,2024-03-10,Individual
DNR-00929,18-24,NY,2025-09-11,Individual
DNR-00930,25-34,GA,2023-01-09,Individual
DNR-00931,65+,WA,2023-11-01,Individual
DNR-00932,35-44,GA,2021-03-04,Individual
DNR-00933,35-44,NC,2021-12-30,Foundation
DNR-00934,55-64,IL,2022-12-18,Individual
DNR-00935,25-34,NY,2025-03-14,Individual
DNR-00936,55-64,FL,2023-03-03,Individual
DNR-00937,25-34,FL,2025-10-22,Individual
DNR-00938,35-44,WA,2022-07-06,Individual
DNR-00939,25-34,TX,2021-01-19,Individual
DNR-00940,25-34,MI,2024-05-16,Individual
DNR-00941,45-54,CO,2025-07-07,Foundation
DNR-00942,55-64,PA,2024-08-09,Individual
DNR-00943,35-44,WA,2023-07-30,Individual
DNR-00944,35-44,CA,2023-12-03,Individual
DNR-00945,45-54,PA,2021-01-16,Individual
DNR-00946,45-54,IL,2024-02-24,Individual
DNR-00947,18-24,IL,2024-11-02,Individual
DNR-00948,25-34,WA,2024-08-04,Individual
DNR-00949,45-54,FL,2024-12-27,Foundation
DNR-00950,25-34,NY,2021-11-04,Individual
DNR-00951,55-64,OH,2025-07-08,Corporate
DNR-00952,25-34,NY,2024-09-14,Individual
DNR-00953,35-44,OH,2024-09-04,Individual
DNR-00954,18-24,CO,2023-04-09,Individual
DNR-00955,35-44,CO,2024-03-17,Individual
DNR-00956,45-54,GA,2022-04-01,Individual
DNR-00957,35-44,TX,2024-10-07,Individual
DNR-00958,45-54,IL,2025-09-18,Individual
DNR-00959,45-54,CO,2021-07-19,Individual
DNR-00960,65+,WA,2025-07-14,Individual
DNR-00961,25-34,FL,2022-11-19,Individual
DNR-00962,35-44,PA,2025-03-05,Corporate
DNR-00963,35-44,CA,2023-02-01,Individual
DNR-00964,45-54,MI,2023-08-22,Individual
DNR-00965,55-64,NC,2024-06-25,Individual
DNR-00966,35-44,IL,2021-09-03,Corporate
DNR-00967,55-64,TX,2023-04-27,Individual
DNR-00968,65+,GA,2022-02-15,Individual
DNR-00969,45-54,CA,2021-10-21,Individual
DNR-00970,65+,PA,2023-09-26,Individual
DNR-00971,35-44,FL,2024-07-23,Individual
DNR-00972,45-54,TX,2025-04-08,Individual
DNR-00973,55-64,TX,2023-09-30,Individual
DNR-00974,35-44,OH,2024-06-12,Individual
DNR-00975,18-24,FL,2023-09-05,Individual
DNR-00976,18-24,PA,2025-02-05,Individual
DNR-00977,25-34,WA,2025-03-31,Individual
DNR-00978,25-34,CO,2021-01-09,Individual
DNR-00979,25-34,OH,2025-12-02,Individual
DNR-00980,25-34,NY,2023-10-28,Individual
DNR-00981,35-44,NC,2022-09-03,Foundation
DNR-00982,35-44,WA,2024-05-06,Individual
DNR-00983,65+,PA,2021-10-02,Individual
DNR-00984,65+,OH,2025-03-17,Individual
DNR-00985,45-54,TX,2021-02-09,Individual
DNR-00986,45-54,TX,2022-03-09,Individual
DNR-00987,45-54,NY,2021-09-10,Individual
DNR-00988,25-34,NC,2023-02-08,Corporate
DNR-00989,65+,WA,2024-06-30,Individual
DNR-00990,18-24,CO,2021-08-10,Individual
DNR-00991,35-44,NC,2021-08-26,Individual
DNR-00992,25-34,CO,2022-06-02,Individual
DNR-00993,35-44,WA,2024-11-05,Individual
DNR-00994,25-34,MI,2021-07-26,Individual
DNR-00995,55-64,CA,2024-12-06,Individual
DNR-00996,25-34,CA,2023-11-14,Individual
DNR-00997,25-34,FL,2025-05-27,Individual
DNR-00998,35-44,FL,2025-05-13,Individual
DNR-00999,35-44,NY,2023-01-04,Individual
DNR-01000,25-34,GA,2024-01-28,Individual
DNR-01001,18-24,CA,2022-11-09,Individual
DNR-01002,45-54,TX,2021-08-15,Individual
DNR-01003,18-24,CO,2021-07-04,Individual
DNR-01004,45-54,GA,2021-07-27,Corporate
DNR-01005,18-24,TX,2022-08-30,Individual
DNR-01006,35-44,WA,2025-11-26,Individual
DNR-01007,25-34,NY,2022-10-03,Individual
DNR-01008,45-54,TX,2021-01-20,Corporate
DNR-01009,35-44,MI,2022-11-05,Individual
DNR-01010,25-34,PA,2022-07-04,Corporate
DNR-01011,35-44,GA,2022-01-10,Individual
DNR-01012,45-54,GA,2022-07-11,Individual
DNR-01013,55-64,TX,2025-06-27,Individual
DNR-01014,45-54,TX,2021-08-20,Individual
DNR-01015,45-54,MI,2021-08-01,Individual
DNR-01016,45-54,PA,2024-10-21,Individual
DNR-01017,45-54,CO,2024-06-06,Individual
DNR-01018,35-44,OH,2021-09-25,Individual
DNR-01019,25-34,PA,2023-06-22,Individual
DNR-01020,45-54,CO,2021-01-26,Individual
DNR-01021,25-34,WA,2024-03-26,Individual
DNR-01022,35-44,CO,2025-11-24,Individual
DNR-01023,45-54,FL,2024-06-20,Individual
DNR-01024,45-54,OH,2023-09-14,Individual
DNR-01025,45-54,MI,2021-11-01,Individual
DNR-01026,65+,NC,2021-04-22,Individual
DNR-01027,35-44,TX,2025-10-05,Individual
DNR-01028,35-44,PA,2021-06-03,Individual
DNR-01029,25-34,WA,2022-07-24,Individual
DNR-01030,25-34,GA,2023-02-15,Individual
DNR-01031,35-44,GA,2023-06-29,Individual
DNR-01032,65+,CO,2023-07-05,Individual
DNR-01033,35-44,NY,2024-08-31,Individual
DNR-01034,55-64,MI,2024-02-16,Individual
DNR-01035,55-64,NC,2024-06-21,Individual
DNR-01036,35-44,PA,2022-02-28,Individual
DNR-01037,55-64,GA,2023-01-15,Individual
DNR-01038,45-54,GA,2022-11-11,Individual
DNR-01039,45-54,CA,2025-01-07,Individual
DNR-01040,25-34,PA,2021-07-19,Individual
DNR-01041,65+,IL,2022-12-29,Individual
DNR-01042,45-54,NY,2024-01-27,Individual
DNR-01043,55-64,CO,2021-12-03,Individual
DNR-01044,25-34,FL,2025-01-17,Individual
DNR-01045,55-64,FL,2022-01-20,Individual
DNR-01046,25-34,PA,2023-07-26,Individual
DNR-01047,18-24,WA,2021-08-09,Individual
DNR-01048,25-34,GA,2025-09-12,Individual
DNR-01049,65+,TX,2023-07-26,Individual
DNR-01050,45-54,NC,2023-10-19,Individual
DNR-01051,35-44,NC,2023-06-06,Individual
DNR-01052,25-34,MI,2025-05-19,Corporate
DNR-01053,25-34,OH,2021-12-22,Individual
DNR-01054,55-64,NC,2024-09-08,Individual
DNR-01055,45-54,CO,2023-02-27,Individual
DNR-01056,35-44,PA,2025-04-11,Individual
DNR-01057,25-34,OH,2022-08-26,Individual
DNR-01058,45-54,IL,2024-05-18,Individual
DNR-01059,55-64,CO,2025-09-23,Individual
DNR-01060,45-54,FL,2025-02-18,Foundation
DNR-01061,35-44,PA,2022-03-06,Individual
DNR-01062,45-54,TX,2024-10-09,Individual
DNR-01063,45-54,CO,2023-10-29,Individual
DNR-01064,45-54,MI,2021-08-25,Individual
DNR-01065,45-54,WA,2024-03-14,Foundation
DNR-01066,45-54,OH,2025-03-12,Corporate
DNR-01067,25-34,OH,2025-07-14,Individual
DNR-01068,18-24,IL,2021-10-25,Individual
DNR-01069,65+,WA,2025-03-17,Individual
DNR-01070,18-24,IL,2022-05-29,Individual
DNR-01071,18-24,GA,2022-02-22,Individual
DNR-01072,45-54,NC,2021-07-29,Individual
DNR-01073,45-54,OH,2025-11-07,Individual
DNR-01074,55-64,CO,2022-05-02,Individual
DNR-01075,18-24,OH,2022-08-13,Individual
DNR-01076,55-64,WA,2023-03-05,Individual
DNR-01077,18-24,CO,2022-10-03,Foundation
DNR-01078,55-64,GA,2022-05-30,Individual
DNR-01079,45-54,CO,2025-08-27,Individual
DNR-01080,45-54,CO,2024-08-19,Individual
DNR-01081,45-54,FL,2024-05-20,Individual
DNR-01082,65+,CA,2022-08-26,Individual
DNR-01083,45-54,CA,2022-01-18,Foundation
DNR-01084,25-34,IL,2023-02-12,Individual
DNR-01085,55-64,NY,2021-09-24,Individual
DNR-01086,65+,NY,2022-11-08,Individual
DNR-01087,45-54,WA,2021-11-11,Corporate
DNR-01088,35-44,MI,2024-06-14,Individual
DNR-01089,55-64,PA,2024-02-01,Individual
DNR-01090,25-34,CA,2023-12-13,Individual
DNR-01091,35-44,NC,2025-05-30,Individual
DNR-01092,25-34,FL,2023-04-07,Individual
DNR-01093,35-44,FL,2024-09-20,Individual
DNR-01094,35-44,NC,2025-03-22,Individual
DNR-01095,45-54,CA,2025-08-14,Individual
DNR-01096,25-34,WA,2024-10-01,Individual
DNR-01097,25-34,NY,2024-06-10,Corporate
DNR-01098,35-44,CA,2024-10-29,Corporate
DNR-01099,45-54,NY,2023-03-02,Individual
DNR-01100,35-44,NC,2023-11-25,Individual
DNR-01101,35-44,WA,2023-07-02,Individual
DNR-01102,25-34,CA,2022-01-30,Individual
DNR-01103,55-64,NC,2021-12-09,Major Donor
